19430053,When Eiza posted #metoo I was mad as shit WHO TOUCHED YOU BABY ILL KILL EM!!!! https://t.co/bJWCpjHStx,2,,
16229764,I fear we're already deadened to the fact that a Liberal killed so many people in #LasVegas  And now Liberals want to rape OUR RIGHTS #MeToo,2,,
12569897,#Bannon  a fuck? a douche bag? inbred? ....just a regular white fuck bitch. #MAGA #MeToo #China #giveaway Fuck White Culture,1,2,
14032493,1. U are grossly misinformed; a number of men used #MeToo 2 share their experience. 2. How dare WE? How f'g dare YOU! To minimize/mock sexual harassment by comparing it 2 rape shows your level of ignorance. 3. There are LAWS against catcalling. http:// ntrsctn.com/life/2016/01/i nternational-catcalling-policies ‚Ä¶ #IWonderWHY,1,2,
7510948,"Ppl using #metoo r claiming everything from being catcalled to rape as harassment. Is everyone in that spectrum a survivor""?""",1,3,
18162939,I was sexually harassed by a LS attorney until I finally just quit my job. But I'm more upset that I didn't sue him for half a mil #MeToo,1,1,2
2443608,2) assault anything less than a sexual assault. He intended to rape me. I was lucky enough to stop it from happening.    #MeToo,1,1,3
19173059,I was sexually harassed by my job supervisor for over a year. After his divorce  his wife told me there were no hard feelings. #metoo,1,1,2
18467150,#metoo while working on farms. No short skirt  just a boiler suit! Bosses abuse their power in many situations #himthough,1,1,1
9960200,"#MeToo A manager grabbed me &amp; shoved his phone w/nude pics in my face. I told our boss. Manager got the day off, I worked a dbl. Had 2 quit",1,1,2
4526453,To the man who sexually harassed me at work  me too. Ive been silenced for too long #MeToo,1,1,2
3290540,bartending for 12 yrs. Not a shift goes by I dont hear some lewd comment. One guy grab my shirt and try to stuff his beer bottle in #MeToo,1,1,2
2187506,A boy would constantly try to grope me at school. Got told by a teacher it was bc I ‚Äúfit my clothes different that other girls‚Äù #MeToo,1,1,2
18738176,#metoo my 1st voice lesson at college my instructor slapped my rump &amp; told me to wear a dress at my next lesson-didn‚Äôt go to  2nd lesson.,1,1,2
10656726,I just received a message from some random guy who used text based RPG methods to describe how he'd rape me. @sheryl_monk #MeToo,1,1,2
11037230,He told me he'd like to fuck me as I locked up my bike outside the library. #metoo,1,1,2
15399841,Turns out male runners who would never catcall a female runner had no idea this was so common. It is. #metoo‚Ä¶ https://t.co/9YH9tXsd7I,1,1,1
13532797,"When the industry exec harassed me at trade show booth in front of others, &amp; no one said anything because they knew he held the power #metoo",1,1,2
8299709,"From an interview subject asking me repeatedly for sex to an acquaintance pinning me down saying he could ""rape me"" if he wanted to #MeToo",1,1,2
12382699,Lauren posted a #metoo but was never sexually harassed by a boss. She was cat called. She doesn't like being cat called.,1,1,1
15834525,#MeToo I was Harassed by the older high school girls because I was so good looking as a sophomore,1,1,1
14203136,#MeToo I was harassed by an actor's agent in Chicago in 1976 . He invited me to his office on a weekend.I was so naive!,1,1,1
18898362,I wonder if any man ever has gotten a date/hookup from someone they catcalled thoughts? #catcalling #MeToo,1,1,1
6981018,#Metoo happened when I was young. Humiliated by a man with power who used sex to box me in. Didn't talk about it.,1,1,2
18758907,"#MeToo A City Manager sexually harassed me &amp; other female co-workers. I reported it, was retaliated against, ostracized, demoted, &amp; fired.",1,1,1
8123318,I said no when my male boss sexually harassed me &amp; was terminated. These are the choices women face--when is enough fucking enough? #MeToo,1,1,2
7028521,@GameStop #metoo just wanted to say thanks for doing nothing about the manager who sexually harassed me for years after I turned him in.,1,1,2
11684030,@Alyssa_Milano #metoo for years I was sexually harassed by my boss. He made me feel dirty. I turned him in. And not‚Ä¶ https://t.co/6LKS0kLo2f,1,1,2
1416050,"#MeToo  when i was 13, a guy would wait at my bus stop every morning &amp; would purposely hit me while passing by and would ask my name &amp; no.",1,1,2
8217523,Will it be ok to say that i was harassed by my girlfriend? I was mentally tortured by her. Do I as a man have the right to say #MeToo,1,1,2
3788937,Reminder: @Uber has a man who verbally harassed me working for them in Brooklyn  NY. Stay safe. #StopVerbalHarassment #MeToo #Uber #NewYork,1,1,1
7934379,I was working for the JPN Defense Ministry  my boss shoved my female co-worker's shoe down his pants and rubbed it against him. #MeToo,1,1,2
2248647,but I was stalked for years by a nut job. #MeToo,1,1,2
8020700,A creepy massaging squeeze. THEN AS HE PASSES BY  HE DOES IT AGAIN. I told him if he touches me again I'm calling the cops. 2/?? #MeToo,1,1,2
15978089,I WAS JUST HARASSED BY 6 MEN AT HOLLYWOOD & VINE WHERE I GO 2 WORK EVERYDAY. THIS ISNT EVEN CLOSE 2 MY #METOO STORY BUT IT COULD HAVE BEEN pic.twitter.com/okOgW8VD19,1,1,1
12253073,Ooo those jeans look...**flicks hand like hes touched something hot**- my neighbor. Just now. #metoo With so much in the media on why this is unacceptable how is this still happening so casually?,1,1,1
16555174,Honestly one reason I left NYC- couldn't take the catcalling &dudes masturbating on the train parks. So invase it wore me down,1,1,1
7162040,Remember #MeToo ? Yeah. I didn't speak up then  but I guess I will speak up now. When I was young I was repeatedly harassed by gay men.,1,1,2
6475269,Lewd Remarks  Stalking by Men and Inappropriate Touching in South Asian Spaces,1,1,1
13815117,Ass slapped. Penis on shoulder. Countless massages. Cornered. Rubbed. Junk shoved n my face #AndWorse #AllWhileWorking #metoo,1,1,2
14150950,I was physically harassed by Wife After Complaining I was Humiliated n abused by In Laws #MeToo #MeTooMen,1,1,1
15744041,"#MeToo Naked photos Touching my waist and ass on the street Shouting ,,Suck my dick! among the people Embarrassing""",1,1,2
19867424,He was important. At least everyone acted like he was. Like a Commander. He used my neon yellow sock to muffle my crying. #MeToo,1,1,3
2391671,#MeToo My boss flirting with me and I didn't flirt back. He found a way to get me fired.,1,1,1
16416679,So disgusted. These people think they are entitled to harass abuse of power & degredation. Others ignore look the other way,1,1,1
15149239,Lucky girl! I *blossomed* too early at age 13 & wore loose clothing to hide but guys catcalled my jiggling down school hall anyway #MeToo,1,1,1
10285143,Embarassed by (male) manager repeatedly groping me  laughing... didn't realize til Terry Crews brave story that #MeToo applies to me too,1,1,2
2696130,The kind of crap you‚Äôd attack a man for. #Sexist #degrading #Weinstein #Metoo #Catcall #abusive #mysogonist .,1,1,1
16152193,How much selfentitlement issues makes a guy HARASS a woman & then ASK her out? Why ASK now? What makes them ASK their victims now? #MeToo,1,1,1
11272905,Late but #MeToo . Sexual harassment at two different jobs. Groped my shoulder stalked me. Nothing compared to horrors that some go through.,1,1,2
5731229,Late but #MeToo . Sexual harassment at two different jobs. Groped my shoulder,1,1,2
6860054,I had a male teacher who loved to rub my shoulders and slapped me and called me a little bitch when I gave him attitude about it. #MeToo,1,1,2
13275132,I had a male teacher who loved to rub my shoulders and slapped me and called me a little bitch when I gave him attitude about it. #MeToo,1,1,2
19774929,I was by sexually harassed by my boss. I complained to HR and was fired. It's been years but it stays with you #metoo,1,1,1
3154643,"Like countless times before he would also show his displeasure by masturbating himself in front of me, when I said NO;to humiliate me #MeToo",1,1,2
7392583,When I was 11 my 60 year old teacher hit on me two boys once grabbed my ass and moaned in my ear I get messages calling me a faggot #Metoo,1,1,2
3304779,It hit me as I passed the house. A woman on my mail route nicely asked me out. I politely declined as I was engaged. She was gracious. Soon after she would show up without a bra on  stare from the end of the block  touch me and I'd pull away. So glad the day she moved. #metoo,1,1,1
17112935,Me too. I just fired a client who was harassing me. Why do we as women put up with this? #metoo,1,1,1
11926199,"Because ignoring a man who is catcalling you is seen as rude"" or being uptight #Metoo #myprotestclass""",1,1,1
5189117,When I worked at McDonald's when I was 18 there was a manager that sexually harassed me they made me take a polygraph I was fired #MeToo,1,1,1
14218564,"#NZ - #MeToo Women continue to be demeaned, objectified, intimidated & assaulted by men who feel entitled.."" http://www. radionz.co.nz/news/on-the-in side/341797/metoo-because-this-is-the-world-we-live-in ‚Ä¶""",1,1,1
7169133,#metoo as Miller-Unruh reading specialist for Liberty Elem Petaluma Ca. custodian came into my classroom and began rubbing my shoulders back,1,1,2
11769496,#MeToo I've been degraded by men under me in Hollywood the men over me in Hollywood harassed me with calls in the 80's I can't prove it.,1,1,1
13551403,#MeToo For myself and vulnerable women out there. I have not been sexually assaulted  but catcalled & verbally harassed by older people,1,1,1
15786139,#MeToo when... a man tries to grope you a collegue makes a remark about your breasts a man thinks you want him because you said 'Hi',1,1,2
1331862,Freshman yr of high school  a staffer pulled me out of class to fix the Internet on a PC. That's when she started massaging my neck. #metoo,1,1,2
5982596,I remember when I was younger  men thinking it was ok to catcall and touch me because my body was overdeveloped. This is not ok!!!! #MeToo,1,1,2
5093174,#Metoo for every time I've been catcalled in the streets  for those times men thought they have the right to kiss me because I was drunkÖ,1,1,1
10239763,#metoo On a night out getting a piggy back.A man grabbed my vagina from behind (I had tights on). I started shouting they laughed and jeered,1,1,1
5265404,"14 at my 1st job, my boss asked me to wear looser clothing bc I was a distraction"" to the cooks...they ended up harassing me more #MeToo""",1,1,2
11791615,Why was I the only one to call him out for catcalling? Why did no one walking alongside the stranger who touched me say anything? #metoo,1,1,1
12659083,#MeToo When I was trick or treating at 13  drunk teens catcalled me and my friend. They followed us. We ran to a house and banged on the door  but the elderly women who answered would not let us in. We sat on her front step until they lost interest.,1,1,1
8017909,"Drugged & sexually assaulted by a friend"". Countless unwanted advances including touching, texts, verbal remarks. #MeToo #BreakTheSilence""",1,1,2
12204273,were a thing and he used it in a way that sent a text message to a number I didn't have back then Whether he meant it or not... #metoo,1,1,1
9455243,That one time this man tried to hit me with his car after I politely refused to give him my number #MeToo,1,1,1
8750372,I was sexually harassed in a parking lot when this jackass catcalled me from his truck. I flipped him off but I still was afraid. #MeToo,1,1,2
15205661,#MeToo between being a character with lewd actions towards and remarks to stalkers  and to ex's who force themselves upon me.,1,1,1
15659417,For the record  #MeToo I've been groped grinded on  had a guy once try to force me to put his number in his phone and followed me around.,1,1,1
15944295,Since posting my #metoo on facebook  5 men have catcalled me during the 3 blocks I walk from my parking space to work,1,1,1
7068223,I once wore a denim dress & felt really good in it. As I walked to my car a guy catcalled something so disgusting to me  when I got home I was crying & could not even repeat it to my family. Never wore the dress again & never repeated what he said since. 6 years ago #metoo,1,1,1
16841958,A really old man catcalled me from his car when I was 17. I told him to go take care of his grandkids and he almost ran me over. #MeToo,1,1,1
18481736,#MeToo as a very young girl I hated having to walk past construction sites when the workers would catcall an whistle. It was just so creepy.,1,1,1
6828997,#metoo Men had catcalled me in the street,1,1,1
16544169,#metoo bc two days ago a stranger grabbed me for not wanting to give him my phone number. rape culture IS our culture. wake up.,1,1,1
5789580,A person once flicked their lit cigarette at me after i refused to acknowledge them while they catcalled me from their car #MeToo,1,1,1
19525664,#MeToo I had a boss who would try and give me pot on the job  would grab me by the waist and rub my shoulders. Every night after work he tried to drive me home. He said all his previous cashiers had also quit. They were all women. The place is closed now  dunno where he went..,1,1,2
2058542, #metoo - I was harassed by a professor for an entire semester. I never reported it bc I was afraid it would hinder graduating on time,1,1,2
4175847,Having a stranger grab your hand blocking your passage catcalling you. No means no #metoo,1,1,1
19067156,I've been harassed catcalled  used. Men have masturbated in front of me   Been told it was my fault #metoo,1,1,2
1889801,A few weeks ago  I started at my new job. A collegue who has a wife and kid touched my butt and asked to sent nudes via snapchat #MeToo,1,1,2
15203841,#MeToo When I was 13 I was sexually harassed by this 70 yr white man who happened to be a dentist  he kept making lewd comments about my chest,1,1,2
17654020,I was a skinny 11-year-old when I was groped for 5 minutes. My mom was a plump saree-clad 45-year-old when a man catcalled her. My boss was a 50-year-old when she had her ass grabbed. Age doesn't matter. Size doesn't. Clothes don't. It happens all the time. #MeToo,1,1,2
15329635,There's a guy who's been harassing me on the internet/sending me messages/pics of sexual content for YEARS. #metoo,1,1,1
4752915,"#metoo Last week. Had to lock myself in the car to stop a drunk man hitting me in the chest and yelling out go get fucked slut"". All because I waved him across a pedestrian crossing.""",1,1,2
9685929,#MeToo Just the other way there was a car full of dudes parked in front of my building & they catcalled me. I felt so scared & ran home.,1,1,1
5649412,"#MeToo campaign is encouraging, but those of us who just get bums catcalling Hey beautiful"" should not lump ourselves in with rape victims.""",1,1,1
14437103,An 18 y/o college student groped me asked for nudes  said i had a 'fat ass' to other guys in class and tried to buy me sex toys #metoo,1,1,2
16567875,#MeToo I was harassed by an HR supervisor and had to report it to his peers. Then I was fired. I went through all the proceedings and cont..,1,1,1
16964641,#metoo Office party. Chatting with my bosses. Turn to go. VP slaps me on my behind and laughs. Just one of many humiliations.,1,1,2
9868064,#MeToo I've been abused by men I don't know men I do know  and discriminated against simply because I'm a woman. ,1,1,1
2199190,elementary school. middle school. three weeks ago when a stranger grabbed me outside of my job when i refused to give him my number #metoo,1,1,1
1156589,In college a group of construction workers catcalled me. I told my bf at the time. He laughed at me and told me to just get over it. #metoo,1,1,1
13691563,#MeToo friend attempted to grope me but I fought him off  guy grabbed my ass at work  catcalled and leered at since puberty.,1,1,1
2623044,there  probably in their late teens/early twenties. there were probably about 10-15 of them. they started catcalling us from the  #MeToo ,1,1,1
5674627,"To the men who catcalled me, To the men who asked how much?"" and threatened to do more, To the men who touch me inappropriately, #metoo""",1,1,2
9203099,Was catcalled and when I ignored him  he spat at me. 2 huge men grabbed me and tried to take me with them ( @babymedalla saved me) #MeToo ,1,1,1
17307696,At my old Job my boss would harass me & tried to get me fired. The environment was so hostile when he was around I was afraid of him #MeToo,1,1,1
19244067,A rando on the desolate subway. His leering turned to touching himself. Trapped  I looked away & held my breath until the next stop. #MeToo,1,1,1
7575188,As a 20 yr old new dispatcher  the police chief asked about boyfriends & would come up behind my chair to rub my shoulders as I worked #MeToo,1,1,2
7390514,The number of times I've been called a bitch for protecting my friends from men harassing them... #metoo,1,1,1
2007446,Last week I ran 3 redlights because I flipped off the 5 guys that catcalled me and they jumped in the truck and followed me #metoo,1,1,1
9467769,Assaulted in college. Intimidation by an executive. pressured in high school. catcalled on street. Slut shamed. #MeToo #metoo,1,1,1
13695940,Assaulted in college. Intimidation by an executive. pressured in high school. catcalled on street. Slut shamed. #MeToo #metoo,1,1,1
1084226,#metoo Also in college  had a different (older) prof grab me by the shoulders pull me close and say You have the most expensive eyesÖ,1,1,2
4341332,#METOO .  At 16 a man followed me/shouted/made obscene gestures,1,1,1
5012063,My former boss' husband made numerous sexual remarks and finally said he owned all the women there #MeToo,1,1,1
8861815,#MeToo It happens to men  too. Had a coworker stalk me in my 20s. Female boss fired on the spot when she saw the notes being left on my car.,1,1,1
19440870,i remember a day very clearly where i as walking back from class by this bus station and this guy started catcalling me. calling hot and sexy and telling me he would do dirty things to me. then he proceeded to follow me. i was terrified. this needs to stop. #MeToo,1,1,2
8990574,1/2 #metoo Imagine: boss who harassed you & others gets fired. You switch jobs & 1yr later this asshat gets hired by your NEW company.,1,1,1
9087752,#MeToo I was known as a slut in school because the boys who sexually harassed me made it into a game of who could do what to me.,1,1,2
9583938,#MeToo and now my 14 year old daughter gets catcalled and harassed in the hallways of her high school. every day,1,1,1
2449444,In high school  I was sexually harassed by a guy who bullied me. He asked if he could buy me for $7. #MeToo,1,1,1
13052467,#metoo as bartender men thought it was ok to grab ass and make inappropriate comments about my looks and body 1/2,1,1,2
7394235,"in MS boys would grab bra straps and we'd complain & male teachers would be like cover your shoulders"" but we were wearing t shirts #metoo""",1,1,2
10323036,Raped/sexually assaulted by 10 different men  harassed and degraded by countless. Yet I'm still here and still angry. #metoo,1,1,1
10165157,#MeToo Don't holler at us. Don't force ur number on us. Don't fucking try and touch us. And just take no as an answer. It's not that hard,1,1,1
15156446,The smell of my back my shoulder my face  my hair. He never touched me anywhere sexual but it always crossed a line. #MeToo,1,1,2
11084621,To every guy in the street getting a bit too brave; every white van man catcalling a girl under 16 or any female going about her life #metoo,1,1,1
8892192,#MeToo a man touched me without my consent  Another one would not Leave me alone until I gave him my number (and would not stop calling me),1,1,1
2927463,have you ever felt insecure just because you're walking alone through men? have you ever been catcalled by those men? #MeToo,1,1,1
13302130,#MeToo where should I even start? how I slapped a guy in the face when he tried to kiss me? how I got catcalled? how I can't know +,1,1,1
15491660,#MeToo   a guy in my high school class was playing with himself,1,1,2
3075040,#MeToo At my next job  2 coworkers described in detail what they would do to me  while my boss listened & laughed. I was told to get over it.,1,1,2
19913747,#metoo to the boy who literally stalked me and threatened to kill himself when I told him to leave me alone/changed my phone number,1,1,1
11718981,Middle school classroom full of boys that groped me or verbally abused me with lewd comments at every opportunity. I was outnumbered #MeToo,1,1,2
14599843,#MeToo Working to prove my worth  harassed by bosses + buyers  having to grin + bear so they were not left embarrassed by their bad behavior,1,1,2
7034656,Those men were not ashamed of harassing or catcalling me. It's high time that I'm not ashamed of talking about it. #MeToo,1,1,1
1685273,Walking around  talking to someone on the phone. Two men on a bike approach and start catcalling. Almost called the cops. They fled. #MeToo,1,1,1
10585383,I got catcalled by a black woman in Camden who said she‚Äôd like some of my sweet loving. #MeToo #amidoingthisright ?,1,1,1
10737315,Stealing my number from the manager's office and constantly texting me with his disgusting sexual desires. Fuck you Pete. #MeToo,1,1,2
7978758,"When men make sexually harassing remarks and say I'm just trying to make my friend laugh!"" #MeToo""",1,1,1
10939772,#MeToo a boy at school catcalled and stalked me in and out of class every day for a year until i finally snapped & threatened him -,1,1,2
